customer,location,soap_type,quantity,age,payment_type,,Points,Explanation/Questions,,,,,,
553,rural,single,2,39,cash,,,,,,,,,
554,rural,single,2,44,cash,,,,,,,,,
555,rural,single,8,67,cash,,,,,,,,,
556,rural,single,NA,NA,NA,,,,,,,,,
557,rural,single,NA,NA,NA,,,,,,,,,
558,rural,twin,4,36,credit card,,,,,,,,,
559,suburban,twin,10,69,cash,,,,,,,,,
560,suburban,twin,3,52,check,,,,,,,,,
561,suburban,twin,5,79,check,,,,,,,,,
562,suburban,twin,5,18,credit card,,,,,,,,,
563,suburban,twin,3,30,credit card,,,,,,,,,
564,suburban,twin,NA,NA,NA,,,,,,,,,
565,suburban,bundle,9,25,check,,,,,,,,,
566,suburban,bundle,6,78,credit card,,,,,,,,,
567,suburban,bundle,1,19,cash,,,,,,,,,
568,suburban,bundle,NA,NA,NA,,,,,,,,,
569,suburban,bundle,8,71,credit card,,,,,,,,,
570,suburban,bundle,2,82,check,,,,,,,,,
571,suburban,bundle,4,20,cash,,,,,,,,,
572,urban,liquid,4,96,credit card,,,,,,,,,
573,urban,liquid,9,56,check,,,,,,,,,
574,urban,liquid,9,86,cash,,,,,,,,,
575,rural,single,3,32,cash,,,,,,,,,
576,rural,single,1,91,credit card,,,,,,,,,
577,rural,single,6,52,check,,,,,,,,,
578,rural,single,2,23,cash,,,,,,,,,
579,rural,single,2,92,check,,,,,,,,,
580,rural,single,6,23,cash,,,,,,,,,
581,rural,single,2,84,check,,,,,,,,,
582,rural,single,5,36,credit card,,,,,,,,,
583,rural,single,9,89,check,,,,,,,,,
584,rural,single,NA,NA,NA,,,,,,,,,
585,rural,single,10,65,cash,,,,,,,,,
586,rural,twin,8,83,check,,,,,,,,,
587,rural,twin,10,38,check,,,,,,,,,
588,suburban,twin,1,46,credit card,,,,,,,,,
589,suburban,twin,6,45,credit card,,,,,,,,,
590,suburban,twin,9,57,check,,,,,,,,,
591,suburban,bundle,9,93,cash,,,,,,,,,
592,suburban,bundle,4,93,credit card,,,,,,,,,
593,urban,bundle,3,23,check,,,,,,,,,
594,urban,liquid,9,73,check,,,,,,,,,
595,urban,liquid,5,35,credit card,,,,,,,,,
596,urban,liquid,6,64,credit card,,,,,,,,,
597,rural,single,NA,NA,NA,,,,,,,,,
598,rural,single,9,93,credit card,,,,,,,,,
599,rural,single,5,50,credit card,,,,,,,,,
600,rural,single,4,81,check,,,,,,,,,
601,rural,single,2,88,cash,,,,,,,,,
602,rural,single,8,74,credit card,,,,,,,,,
603,rural,single,NA,NA,NA,,,,,,,,,
604,rural,single,4,69,cash,,,,,,,,,
605,rural,twin,7,23,credit card,,,,,,,,,
606,rural,twin,6,21,check,,,,,,,,,
607,suburban,twin,8,72,credit card,,,,,,,,,
608,suburban,twin,NA,NA,NA,,,,,,,,,
609,suburban,twin,1,44,credit card,,,,,,,,,
610,suburban,twin,1,52,check,,,,,,,,,
611,suburban,twin,1,21,check,,,,,,,,,
612,suburban,twin,10,50,credit card,,,,,,,,,
613,suburban,bundle,8,49,cash,,,,,,,,,
614,suburban,bundle,5,85,check,,,,,,,,,
615,urban,bundle,3,48,cash,,,,,,,,,
616,urban,bundle,3,25,check,,,,,,,,,
617,urban,liquid,4,49,check,,,,,,,,,
618,urban,liquid,NA,NA,NA,,,,,,,,,
619,urban,liquid,2,98,cash,,,,,,,,,
620,rural,single,6,59,cash,,,,,,,,,
621,rural,single,4,40,cash,,,,,,,,,
622,rural,single,8,64,credit card,,,,,,,,,
623,rural,single,1,66,check,,,,,,,,,
624,rural,single,2,69,check,,,,,,,,,
625,rural,single,NA,NA,NA,,,,,,,,,
626,rural,single,2,27,credit card,,,,,,,,,
627,rural,single,6,64,check,,,,,,,,,
628,rural,twin,3,51,cash,,,,,,,,,
629,rural,twin,9,44,check,,,,,,,,,
630,rural,twin,7,60,credit card,,,,,,,,,
631,suburban,twin,7,39,credit card,,,,,,,,,
632,suburban,bundle,1,48,credit card,,,,,,,,,
633,suburban,bundle,4,41,check,,,,,,,,,
634,suburban,bundle,2,85,check,,,,,,,,,
635,urban,bundle,3,89,check,,,,,,,,,
636,urban,bundle,6,84,cash,,,,,,,,,
637,urban,liquid,6,18,check,,,,,,,,,
638,urban,liquid,3,42,credit card,,,,,,,,,
639,rural,single,4,68,check,,,,,,,,,
640,rural,single,10,44,cash,,,,,,,,,
641,rural,single,2,94,cash,,,,,,,,,
642,rural,single,1,42,check,,,,,,,,,
643,rural,single,7,71,cash,,,,,,,,,
644,rural,single,7,87,check,,,,,,,,,
645,rural,twin,9,86,check,,,,,,,,,
646,rural,twin,9,37,check,,,,,,,,,
647,suburban,twin,NA,NA,NA,,,,,,,,,
648,suburban,twin,3,48,credit card,,,,,,,,,
649,suburban,bundle,6,69,cash,,,,,,,,,
650,suburban,bundle,2,62,credit card,,,,,,,,,
651,suburban,bundle,3,30,credit card,,,,,,,,,
652,suburban,bundle,6,84,cash,,,,,,,,,
653,urban,liquid,8,60,credit card,,,,,,,,,
654,urban,liquid,6,92,credit card,,,,,,,,,
655,urban,liquid,2,32,cash,,,,,,,,,
656,urban,liquid,NA,NA,NA,,,,,,,,,
657,rural,single,1,75,check,,,,,,,,,
658,rural,single,6,35,check,,,,,,,,,
659,rural,single,9,88,check,,,,,,,,,
660,rural,single,10,34,cash,,,,,,,,,
661,rural,single,4,74,check,,,,,,,,,
662,rural,twin,7,64,cash,,,,,,,,,
663,suburban,twin,10,61,check,,,,,,,,,
664,suburban,twin,7,55,credit card,,,,,,,,,
665,suburban,bundle,5,93,check,,,,,,,,,
666,suburban,bundle,10,54,credit card,,,,,,,,,
667,urban,bundle,10,37,cash,,,,,,,,,
668,urban,liquid,NA,NA,NA,,,,,,,,,
669,urban,liquid,1,50,check,,,,,,,,,
670,urban,liquid,7,60,credit card,,,,,,,,,
671,urban,liquid,5,24,check,,,,,,,,,
672,rural,single,10,23,credit card,,,,,,,,,
673,rural,single,3,94,credit card,,,,,,,,,
674,rural,single,6,39,check,,,,,,,,,
675,rural,single,3,96,credit card,,,,,,,,,
676,rural,single,6,65,credit card,,,,,,,,,
677,rural,single,5,74,cash,,,,,,,,,
678,rural,single,4,96,cash,,,,,,,,,
679,rural,single,NA,NA,NA,,,,,,,,,
680,rural,single,5,58,credit card,,,,,,,,,
681,rural,twin,9,40,check,,,,,,,,,
682,suburban,twin,NA,NA,NA,,,,,,,,,
683,suburban,twin,9,30,check,,,,,,,,,
684,suburban,bundle,NA,NA,NA,,,,,,,,,
685,suburban,bundle,6,57,check,,,,,,,,,
686,suburban,bundle,2,76,cash,,,,,,,,,
687,urban,liquid,NA,NA,NA,,,,,,,,,
688,urban,liquid,6,58,cash,,,,,,,,,
689,rural,single,10,75,check,,,,,,,,,
690,rural,single,4,67,credit card,,,,,,,,,
691,rural,single,3,42,cash,,,,,,,,,
692,rural,single,7,18,cash,,,,,,,,,
693,rural,single,9,93,credit card,,,,,,,,,
694,rural,single,8,89,credit card,,,,,,,,,
695,rural,single,6,74,credit card,,,,,,,,,
696,rural,single,2,26,check,,,,,,,,,
697,rural,single,7,28,credit card,,,,,,,,,
698,rural,single,5,38,credit card,,,,,,,,,
699,rural,single,3,79,cash,,,,,,,,,
700,rural,twin,6,82,credit card,,,,,,,,,
701,rural,twin,7,54,check,,,,,,,,,
702,suburban,twin,8,65,cash,,,,,,,,,
703,suburban,twin,1,47,credit card,,,,,,,,,
704,suburban,bundle,7,96,cash,,,,,,,,,
705,urban,liquid,5,59,check,,,,,,,,,
706,urban,liquid,7,50,credit card,,,,,,,,,
707,urban,liquid,5,24,cash,,,,,,,,,
708,rural,single,7,64,credit card,,,,,,,,,
709,rural,single,7,18,check,,,,,,,,,
710,rural,single,3,82,check,,,,,,,,,
711,rural,single,3,66,check,,,,,,,,,
712,rural,single,6,76,check,,,,,,,,,
713,rural,single,3,47,check,,,,,,,,,
714,rural,single,NA,NA,NA,,,,,,,,,
715,suburban,twin,6,62,credit card,,,,,,,,,
716,suburban,twin,1,58,check,,,,,,,,,
717,suburban,twin,8,27,credit card,,,,,,,,,
718,suburban,bundle,8,39,cash,,,,,,,,,
719,suburban,bundle,2,97,cash,,,,,,,,,
720,urban,bundle,4,53,check,,,,,,,,,
721,urban,liquid,3,97,cash,,,,,,,,,
722,urban,liquid,NA,NA,NA,,,,,,,,,
723,urban,liquid,8,48,check,,,,,,,,,
724,rural,single,3,79,cash,,,,,,,,,
725,rural,single,8,42,cash,,,,,,,,,
726,rural,single,3,48,cash,,,,,,,,,
727,rural,single,8,75,check,,,,,,,,,
728,rural,single,8,93,cash,,,,,,,,,
729,rural,single,3,79,credit card,,,,,,,,,
730,rural,single,6,34,credit card,,,,,,,,,
731,rural,twin,8,89,check,,,,,,,,,
732,rural,twin,NA,NA,NA,,,,,,,,,
733,suburban,twin,NA,NA,NA,,,,,,,,,
734,suburban,twin,3,70,cash,,,,,,,,,
735,suburban,twin,7,39,cash,,,,,,,,,
736,suburban,bundle,9,23,check,,,,,,,,,
737,suburban,bundle,4,30,credit card,,,,,,,,,
738,suburban,bundle,8,42,check,,,,,,,,,
739,suburban,bundle,4,45,cash,,,,,,,,,
740,urban,bundle,8,75,check,,,,,,,,,
741,urban,liquid,6,66,credit card,,,,,,,,,
742,urban,liquid,NA,NA,NA,,,,,,,,,
743,urban,liquid,9,64,cash,,,,,,,,,
744,rural,single,3,57,check,,,,,,,,,
745,rural,single,NA,NA,NA,,,,,,,,,
746,rural,single,8,96,cash,,,,,,,,,
747,rural,single,NA,NA,NA,,,,,,,,,
748,rural,single,3,25,check,,,,,,,,,
749,rural,single,4,70,check,,,,,,,,,
750,rural,single,8,50,cash,,,,,,,,,
751,rural,single,8,85,cash,,,,,,,,,
752,rural,single,1,61,cash,,,,,,,,,
753,rural,single,4,36,credit card,,,,,,,,,
754,rural,single,6,60,cash,,,,,,,,,
755,rural,single,6,84,cash,,,,,,,,,
756,rural,single,6,35,cash,,,,,,,,,
757,rural,single,9,83,credit card,,,,,,,,,
758,rural,twin,5,91,credit card,,,,,,,,,
759,rural,twin,4,51,credit card,,,,,,,,,
760,suburban,twin,9,44,check,,,,,,,,,
761,suburban,twin,8,42,check,,,,,,,,,
762,suburban,twin,5,82,credit card,,,,,,,,,
763,suburban,twin,3,84,cash,,,,,,,,,
764,suburban,twin,8,56,check,,,,,,,,,
765,suburban,bundle,7,60,check,,,,,,,,,
766,suburban,bundle,8,88,check,,,,,,,,,
767,urban,liquid,9,82,credit card,,,,,,,,,
768,urban,liquid,3,80,credit card,,,,,,,,,
769,rural,single,8,90,cash,,,,,,,,,
770,rural,single,7,39,check,,,,,,,,,
771,rural,single,9,47,check,,,,,,,,,
772,rural,single,9,92,credit card,,,,,,,,,
773,rural,single,5,41,credit card,,,,,,,,,
774,rural,single,7,65,cash,,,,,,,,,
775,rural,single,4,38,credit card,,,,,,,,,
776,rural,twin,7,91,cash,,,,,,,,,
777,rural,twin,7,97,check,,,,,,,,,
778,suburban,twin,10,45,cash,,,,,,,,,
779,suburban,twin,9,31,credit card,,,,,,,,,
780,suburban,twin,2,54,check,,,,,,,,,
781,urban,bundle,6,71,check,,,,,,,,,
782,urban,liquid,1,49,cash,,,,,,,,,
783,urban,liquid,10,19,credit card,,,,,,,,,
784,urban,liquid,2,87,check,,,,,,,,,
785,urban,liquid,10,36,check,,,,,,,,,
786,urban,liquid,3,54,cash,,,,,,,,,
787,rural,single,6,82,credit card,,,,,,,,,
788,rural,single,7,48,check,,,,,,,,,
789,rural,single,5,25,cash,,,,,,,,,
790,rural,single,6,86,check,,,,,,,,,
791,rural,twin,NA,NA,NA,,,,,,,,,
792,rural,twin,5,81,credit card,,,,,,,,,
793,rural,twin,7,88,credit card,,,,,,,,,
794,suburban,twin,10,58,cash,,,,,,,,,
795,suburban,twin,4,26,cash,,,,,,,,,
796,suburban,twin,4,32,cash,,,,,,,,,
797,suburban,bundle,4,67,credit card,,,,,,,,,
798,suburban,bundle,NA,NA,NA,,,,,,,,,
799,suburban,bundle,5,66,cash,,,,,,,,,
800,suburban,bundle,3,52,cash,,,,,,,,,
801,suburban,bundle,7,51,credit card,,,,,,,,,
802,suburban,bundle,7,40,check,,,,,,,,,
803,urban,bundle,NA,NA,NA,,,,,,,,,
804,urban,liquid,NA,NA,NA,,,,,,,,,
805,urban,liquid,1,45,check,,,,,,,,,
806,urban,liquid,5,94,check,,,,,,,,,
807,rural,single,NA,NA,NA,,,,,,,,,
808,rural,single,1,31,cash,,,,,,,,,
809,rural,single,9,90,check,,,,,,,,,
810,rural,single,5,23,cash,,,,,,,,,
811,rural,twin,5,86,cash,,,,,,,,,
812,suburban,twin,10,53,cash,,,,,,,,,
813,suburban,twin,10,22,credit card,,,,,,,,,
814,suburban,twin,4,98,check,,,,,,,,,
815,suburban,bundle,2,61,check,,,,,,,,,
816,suburban,bundle,5,68,credit card,,,,,,,,,
817,suburban,bundle,7,68,cash,,,,,,,,,
818,suburban,bundle,1,49,credit card,,,,,,,,,
819,urban,bundle,NA,NA,NA,,,,,,,,,
820,urban,liquid,5,89,check,,,,,,,,,
821,rural,single,10,38,credit card,,,,,,,,,
822,rural,single,3,73,cash,,,,,,,,,
823,rural,single,9,22,credit card,,,,,,,,,
824,rural,single,1,24,cash,,,,,,,,,
825,rural,single,1,94,credit card,,,,,,,,,
826,rural,single,2,53,check,,,,,,,,,
827,rural,twin,2,77,check,,,,,,,,,
828,suburban,twin,6,55,credit card,,,,,,,,,
829,suburban,twin,2,75,credit card,,,,,,,,,
830,suburban,bundle,3,72,cash,,,,,,,,,
831,suburban,bundle,5,75,credit card,,,,,,,,,
832,suburban,bundle,4,87,check,,,,,,,,,
833,suburban,bundle,6,63,check,,,,,,,,,
834,suburban,bundle,8,65,cash,,,,,,,,,
835,urban,liquid,10,94,check,,,,,,,,,
836,urban,liquid,7,25,check,,,,,,,,,
837,urban,liquid,7,49,check,,,,,,,,,
838,urban,liquid,8,68,check,,,,,,,,,
839,urban,liquid,9,46,cash,,,,,,,,,
840,rural,single,2,29,cash,,,,,,,,,
841,rural,single,1,90,credit card,,,,,,,,,
842,rural,single,NA,NA,NA,,,,,,,,,
843,rural,single,10,39,credit card,,,,,,,,,
844,rural,single,NA,NA,NA,,,,,,,,,
845,rural,single,1,35,credit card,,,,,,,,,
846,rural,single,2,43,credit card,,,,,,,,,
847,rural,single,5,84,check,,,,,,,,,
848,rural,single,2,50,cash,,,,,,,,,
849,rural,twin,5,51,cash,,,,,,,,,
850,suburban,twin,2,56,credit card,,,,,,,,,
851,suburban,twin,3,56,check,,,,,,,,,
852,suburban,bundle,4,59,check,,,,,,,,,
853,urban,bundle,NA,NA,NA,,,,,,,,,
854,urban,liquid,8,89,cash,,,,,,,,,
855,urban,liquid,6,29,cash,,,,,,,,,
856,urban,liquid,10,83,credit card,,,,,,,,,
857,urban,liquid,8,40,check,,,,,,,,,
858,rural,single,1,30,credit card,,,,,,,,,
859,rural,single,9,64,credit card,,,,,,,,,
860,rural,single,1,23,credit card,,,,,,,,,
861,rural,single,10,54,cash,,,,,,,,,
862,rural,single,8,37,check,,,,,,,,,
863,rural,single,NA,NA,NA,,,,,,,,,
864,rural,single,10,88,cash,,,,,,,,,
865,rural,single,7,71,credit card,,,,,,,,,
866,rural,twin,2,31,cash,,,,,,,,,
867,suburban,twin,6,48,cash,,,,,,,,,
868,suburban,twin,5,71,check,,,,,,,,,
869,suburban,twin,6,22,check,,,,,,,,,
870,suburban,twin,6,28,credit card,,,,,,,,,
871,suburban,twin,5,27,credit card,,,,,,,,,
872,suburban,twin,9,38,check,,,,,,,,,
873,suburban,bundle,9,49,check,,,,,,,,,
874,suburban,bundle,6,79,cash,,,,,,,,,
875,suburban,bundle,8,32,cash,,,,,,,,,
876,suburban,bundle,4,79,cash,,,,,,,,,
877,suburban,bundle,6,81,credit card,,,,,,,,,
878,suburban,bundle,10,67,cash,,,,,,,,,
879,urban,liquid,7,31,credit card,,,,,,,,,
880,urban,liquid,NA,NA,NA,,,,,,,,,
881,urban,liquid,10,77,check,,,,,,,,,
882,urban,liquid,NA,NA,NA,,,,,,,,,
883,urban,liquid,9,71,credit card,,,,,,,,,
884,urban,liquid,7,96,check,,,,,,,,,
885,rural,single,10,18,credit card,,,,,,,,,
886,rural,single,5,39,credit card,,,,,,,,,
887,rural,single,4,59,credit card,,,,,,,,,
888,rural,single,9,34,credit card,,,,,,,,,
889,rural,single,8,56,cash,,,,,,,,,
890,rural,single,5,84,check,,,,,,,,,
891,rural,single,1,82,cash,,,,,,,,,
892,rural,single,8,83,cash,,,,,,,,,
893,rural,single,3,60,cash,,,,,,,,,
894,rural,single,8,90,check,,,,,,,,,
895,rural,single,8,98,check,,,,,,,,,
896,rural,twin,7,36,cash,,,,,,,,,
897,rural,twin,2,77,cash,,,,,,,,,
898,rural,twin,9,66,cash,,,,,,,,,
899,suburban,twin,2,64,cash,,,,,,,,,
900,suburban,twin,9,54,credit card,,,,,,,,,
901,suburban,bundle,NA,NA,NA,,,,,,,,,
902,suburban,bundle,2,33,credit card,,,,,,,,,
903,urban,liquid,NA,NA,NA,,,,,,,,,
904,urban,liquid,4,54,cash,,,,,,,,,
905,urban,liquid,1,44,credit card,,,,,,,,,
906,urban,liquid,2,35,credit card,,,,,,,,,
907,urban,liquid,7,48,credit card,,,,,,,,,
908,urban,liquid,9,61,cash,,,,,,,,,
909,rural,single,10,50,cash,,,,,,,,,
910,rural,single,4,55,credit card,,,,,,,,,
911,rural,single,NA,NA,NA,,,,,,,,,
912,rural,single,7,25,credit card,,,,,,,,,
913,rural,single,5,39,cash,,,,,,,,,
914,rural,single,7,45,check,,,,,,,,,
915,suburban,twin,8,64,check,,,,,,,,,
916,suburban,twin,5,74,cash,,,,,,,,,
917,suburban,twin,3,56,cash,,,,,,,,,
918,suburban,twin,9,76,credit card,,,,,,,,,
919,urban,bundle,5,33,credit card,,,,,,,,,
920,urban,bundle,5,30,credit card,,,,,,,,,
921,urban,liquid,9,98,check,,,,,,,,,
922,urban,liquid,10,28,cash,,,,,,,,,
923,urban,liquid,3,83,cash,,,,,,,,,
924,rural,single,5,35,check,,,,,,,,,
925,rural,single,5,47,cash,,,,,,,,,
926,rural,single,2,91,cash,,,,,,,,,
927,rural,single,8,22,credit card,,,,,,,,,
928,rural,single,7,69,check,,,,,,,,,
929,rural,single,3,31,check,,,,,,,,,
930,rural,single,6,34,cash,,,,,,,,,
931,rural,single,4,45,credit card,,,,,,,,,
932,rural,twin,7,82,check,,,,,,,,,
933,suburban,twin,3,36,credit card,,,,,,,,,
934,suburban,twin,5,45,credit card,,,,,,,,,
935,suburban,bundle,10,47,credit card,,,,,,,,,
936,suburban,bundle,8,62,cash,,,,,,,,,
937,suburban,bundle,5,63,cash,,,,,,,,,
938,rural,single,NA,NA,NA,,,,,,,,,
939,rural,single,4,77,cash,,,,,,,,,
940,rural,single,NA,NA,NA,,,,,,,,,
941,rural,single,6,87,credit card,,,,,,,,,
942,rural,twin,2,55,credit card,,,,,,,,,
943,rural,twin,6,70,credit card,,,,,,,,,
944,suburban,twin,2,62,cash,,,,,,,,,
945,suburban,twin,1,40,check,,,,,,,,,
946,suburban,twin,2,94,cash,,,,,,,,,
947,suburban,bundle,2,51,check,,,,,,,,,
948,suburban,bundle,5,54,check,,,,,,,,,
949,suburban,bundle,6,36,credit card,,,,,,,,,
950,suburban,bundle,5,41,credit card,,,,,,,,,
951,urban,bundle,1,63,check,,,,,,,,,
952,urban,liquid,5,44,credit card,,,,,,,,,
953,urban,liquid,2,70,credit card,,,,,,,,,
954,urban,liquid,3,38,cash,,,,,,,,,
955,rural,single,NA,NA,NA,,,,,,,,,
956,rural,single,2,45,credit card,,,,,,,,,
957,rural,single,9,42,credit card,,,,,,,,,
958,rural,single,3,47,cash,,,,,,,,,
959,rural,single,2,63,credit card,,,,,,,,,
960,rural,single,4,55,check,,,,,,,,,
961,rural,single,10,25,check,,,,,,,,,
962,rural,twin,3,71,check,,,,,,,,,
963,rural,twin,NA,NA,NA,,,,,,,,,
964,rural,twin,NA,NA,NA,,,,,,,,,
965,suburban,twin,10,81,check,,,,,,,,,
966,suburban,twin,NA,NA,NA,,,,,,,,,
967,suburban,twin,9,93,credit card,,,,,,,,,
968,suburban,bundle,2,42,cash,,,,,,,,,
969,suburban,bundle,2,36,credit card,,,,,,,,,
970,suburban,bundle,3,29,credit card,,,,,,,,,
971,suburban,bundle,8,37,credit card,,,,,,,,,
972,suburban,bundle,1,88,credit card,,,,,,,,,
973,suburban,bundle,2,19,check,,,,,,,,,
974,suburban,bundle,7,34,cash,,,,,,,,,
975,urban,bundle,3,56,check,,,,,,,,,
976,urban,liquid,NA,NA,NA,,,,,,,,,
977,urban,liquid,6,58,check,,,,,,,,,
978,urban,liquid,1,49,check,,,,,,,,,
979,urban,liquid,10,96,check,,,,,,,,,
980,urban,liquid,NA,NA,NA,,,,,,,,,
981,urban,liquid,1,24,check,,,,,,,,,
982,urban,liquid,9,38,cash,,,,,,,,,
983,urban,liquid,5,92,cash,,,,,,,,,
984,urban,liquid,8,63,check,,,,,,,,,
985,rural,single,5,41,credit card,,,,,,,,,
986,rural,single,4,55,check,,,,,,,,,
987,rural,single,3,24,cash,,,,,,,,,
988,rural,single,9,72,check,,,,,,,,,
989,rural,twin,4,46,check,,,,,,,,,
990,suburban,twin,5,98,cash,,,,,,,,,
991,suburban,twin,3,32,cash,,,,,,,,,
992,suburban,twin,5,68,check,,,,,,,,,
993,suburban,twin,1,53,check,,,,,,,,,
994,suburban,bundle,10,45,credit card,,,,,,,,,
995,suburban,bundle,4,71,credit card,,,,,,,,,
996,urban,bundle,3,18,check,,,,,,,,,
997,urban,liquid,10,22,credit card,,,,,,,,,
998,urban,liquid,9,83,check,,,,,,,,,
999,urban,liquid,5,82,cash,,,,,,,,,
1000,rural,single,4,69,check,,,,,,,,,
1001,rural,single,8,28,cash,,,,,,,,,
1002,rural,single,1,34,credit card,,,,,,,,,
1003,rural,single,1,77,cash,,,,,,,,,
1004,rural,single,NA,NA,NA,,,,,,,,,
1005,rural,single,8,78,credit card,,,,,,,,,
1006,rural,twin,4,49,cash,,,,,,,,,
1007,rural,twin,NA,NA,NA,,,,,,,,,
1008,rural,twin,7,21,credit card,,,,,,,,,
1009,suburban,twin,8,35,cash,,,,,,,,,
1010,suburban,twin,1,32,cash,,,,,,,,,
1011,suburban,twin,7,77,cash,,,,,,,,,
1012,suburban,twin,5,71,credit card,,,,,,,,,
1013,urban,liquid,10,98,credit card,,,,,,,,,
1014,urban,liquid,7,22,check,,,,,,,,,
1015,urban,liquid,3,66,cash,,,,,,,,,
1016,urban,liquid,8,29,check,,,,,,,,,
1017,rural,single,4,94,cash,,,,,,,,,
1018,rural,single,NA,NA,NA,,,,,,,,,
1019,rural,twin,5,78,check,,,,,,,,,
1020,rural,twin,3,90,cash,,,,,,,,,
1021,rural,twin,NA,NA,NA,,,,,,,,,
1022,suburban,twin,2,63,cash,,,,,,,,,
1023,suburban,bundle,2,59,credit card,,,,,,,,,
1024,suburban,bundle,6,89,credit card,,,,,,,,,
1025,suburban,bundle,1,84,credit card,,,,,,,,,
1026,urban,bundle,4,52,check,,,,,,,,,
1027,urban,liquid,7,24,check,,,,,,,,,
1028,urban,liquid,NA,NA,NA,,,,,,,,,
1029,rural,single,6,97,check,,,,,,,,,
1030,rural,single,5,82,credit card,,,,,,,,,
1031,rural,single,NA,NA,NA,,,,,,,,,
1032,rural,single,7,21,check,,,,,,,,,
1033,rural,single,NA,NA,NA,,,,,,,,,
1034,rural,single,NA,NA,NA,,,,,,,,,
1035,rural,single,1,89,check,,,,,,,,,
1036,rural,single,3,54,check,,,,,,,,,
1037,rural,single,2,60,check,,,,,,,,,
1038,rural,single,10,84,check,,,,,,,,,
1039,rural,single,2,38,credit card,,,,,,,,,
1040,rural,twin,8,27,credit card,,,,,,,,,
1041,suburban,twin,1,70,check,,,,,,,,,
1042,suburban,bundle,6,24,credit card,,,,,,,,,
1043,suburban,bundle,4,32,check,,,,,,,,,
1044,suburban,bundle,9,93,credit card,,,,,,,,,
1045,urban,liquid,5,82,credit card,,,,,,,,,
1046,urban,liquid,5,44,cash,,,,,,,,,
1047,urban,liquid,8,93,check,,,,,,,,,
1048,urban,liquid,8,52,check,,,,,,,,,
1049,urban,liquid,10,63,cash,,,,,,,,,
1050,urban,liquid,2,75,credit card,,,,,,,,,
1051,urban,liquid,6,63,check,,,,,,,,,
1052,rural,single,2,31,check,,,,,,,,,
1053,rural,single,10,97,check,,,,,,,,,
1054,rural,single,3,64,credit card,,,,,,,,,
1055,rural,single,2,20,credit card,,,,,,,,,
1056,rural,single,7,70,cash,,,,,,,,,
1057,rural,single,6,24,check,,,,,,,,,
1058,rural,single,1,69,credit card,,,,,,,,,
1059,rural,single,NA,NA,NA,,,,,,,,,
1060,rural,single,7,31,cash,,,,,,,,,
1061,rural,single,9,94,check,,,,,,,,,
1062,suburban,twin,NA,NA,NA,,,,,,,,,
1063,suburban,twin,1,60,cash,,,,,,,,,
1064,suburban,twin,NA,NA,NA,,,,,,,,,
1065,suburban,bundle,8,93,cash,,,,,,,,,
1066,suburban,bundle,5,43,check,,,,,,,,,
1067,suburban,bundle,7,98,check,,,,,,,,,
1068,suburban,bundle,7,80,credit card,,,,,,,,,
1069,suburban,bundle,10,77,credit card,,,,,,,,,
1070,urban,bundle,2,47,credit card,,,,,,,,,
1071,urban,liquid,9,80,check,,,,,,,,,
1072,urban,liquid,NA,NA,NA,,,,,,,,,
1073,urban,liquid,5,72,credit card,,,,,,,,,
1074,urban,liquid,3,30,credit card,,,,,,,,,
1075,urban,liquid,10,78,credit card,,,,,,,,,
1076,urban,liquid,1,55,cash,,,,,,,,,
1077,rural,single,8,92,cash,,,,,,,,,
1078,rural,single,8,66,check,,,,,,,,,
1079,rural,twin,NA,NA,NA,,,,,,,,,
1080,suburban,twin,5,97,credit card,,,,,,,,,
1081,suburban,twin,2,80,check,,,,,,,,,
1082,suburban,twin,10,46,cash,,,,,,,,,
1083,suburban,bundle,7,43,cash,,,,,,,,,
1084,suburban,bundle,8,56,check,,,,,,,,,
1085,suburban,bundle,6,86,cash,,,,,,,,,
1086,suburban,bundle,10,26,check,,,,,,,,,
1087,urban,liquid,9,77,cash,,,,,,,,,
1088,urban,liquid,4,34,cash,,,,,,,,,
1089,urban,liquid,3,50,credit card,,,,,,,,,
1090,rural,single,4,82,credit card,,,,,,,,,
1091,rural,single,6,26,credit card,,,,,,,,,
1092,rural,single,2,59,check,,,,,,,,,
1093,rural,single,4,79,cash,,,,,,,,,
1094,rural,single,6,50,check,,,,,,,,,
1095,rural,single,6,95,cash,,,,,,,,,
1096,rural,single,4,57,credit card,,,,,,,,,
1097,rural,twin,3,55,cash,,,,,,,,,
1098,rural,twin,10,92,cash,,,,,,,,,
1099,suburban,twin,1,72,credit card,,,,,,,,,
1100,suburban,twin,2,47,cash,,,,,,,,,
1101,suburban,twin,1,72,credit card,,,,,,,,,
